"created_at","text","is_retweet","favorite_count","retweet_count","Hour","Day","Date"
2020-08-06 21:36:37,"Joe Biden’s comfort with “ African Americans “ votes is insulting. I’m black and I won’t be casting my vote for Jim Crow Joe @JoeBiden. I’m pro-America https://t.co/feu4xLCVc0",TRUE,0,13429,21,5,2020-08-06
2020-08-06 21:15:33,"President @realDonaldTrump: “I didn’t back down from my promises, and I’ve kept every single one” https://t.co/t49go2qstj",TRUE,0,14916,21,5,2020-08-06
2020-08-06 20:56:17,"For too many years, Washington stood idly by as other countries drove American workers out of their jobs.

Not under President @realDonaldTrump! https://t.co/h68f6WY9xk",TRUE,0,9757,20,5,2020-08-06
2020-08-06 20:55:47,"President @realDonaldTrump is laying out a vision to bring thousands more factories and millions more jobs back to American soil! 🇺🇸 https://t.co/3dUxpl1xjV",TRUE,0,11270,20,5,2020-08-06
2020-08-06 19:31:57,"LIVE: President @realDonaldTrump delivers remarks at Whirlpool Corporation manufacturing plant https://t.co/2vC0EyoqoK",TRUE,0,8644,19,5,2020-08-06
2020-08-06 18:37:19,"https://t.co/1T8pBF82x2",FALSE,48168,13293,18,5,2020-08-06
2020-08-06 18:07:34,"Just like Radical Left New York is trying to destroy the NRA, if Biden becomes President your GREAT SECOND AMENDMENT doesn’t have a chance. Your guns will be taken away, immediately and without notice. No police, no guns!",FALSE,153453,43454,18,5,2020-08-06
2020-08-06 17:14:59,".@JudicialWatch uncovered the Clinton Foundation/State Department pay to play scandal. I testified to Congress about it. The documents are on line if the DOJ or the NY AG would like to review them. https://t.co/c2ZLGOtAp2",TRUE,0,14075,17,5,2020-08-06
2020-08-06 17:12:59,"Imagine going after the NRA but refusing to touch the Clinton Foundation.",TRUE,0,28313,17,5,2020-08-06
2020-08-06 17:11:08,"Joe Biden: ‘Unlike the African American Community ... the Latino Community Is an Incredibly Diverse Community‘ https://t.co/mceJwwG7aV via @BreitbartNews. Wow! Joe Biden just lost the entire African American community. What a “dumb” thing to say!",FALSE,76973,26694,17,5,2020-08-06
2020-08-06 16:51:40,"Just departed for the Great State of Ohio! https://t.co/vAg0tdRFP8",FALSE,69262,11815,16,5,2020-08-06
2020-08-06 16:48:38,"President @realDonaldTrump: “Joe Biden, this morning, totally disparaged and insulted the Black community” by saying Latinos have diversity of thought, unlike Black Americans https://t.co/Db4D90xbWi",TRUE,0,12807,16,5,2020-08-06
2020-08-06 15:56:39,"Upon departing the Oval Office for Ohio, I’ve notified my staff to continue working on an Executive Order with respect to Payroll Tax Cut, Eviction Protections, Unemployment Extensions, and Student Loan Repayment Options.",FALSE,145725,34289,15,5,2020-08-06
2020-08-06 15:25:26,"DRAIN THE SWAMP! https://t.co/68M4sN7LLD",TRUE,0,120094,15,5,2020-08-06
2020-08-06 11:44:48,"How can voters be sending in Ballots starting, in some cases, one month before the First Presidential Debate. Move the First Debate up. A debate, to me, is a Public Service. Joe Biden and I owe it to the American People!",FALSE,210700,48661,11,5,2020-08-06
2020-08-06 04:44:12,"This time, the Left wants to blow up the election -- they have set up the system to break by sending tens of millions of ballots and ballot applications into the mails. I don't who will actually win, but I fear the ""vote"" won't matter to the Left... https://t.co/LpsSkSRwPd",TRUE,0,10909,4,5,2020-08-06
2020-08-06 04:42:31,"Department of Justice admits they violated protocol in their investigation into Michael Flynn. https://t.co/tlJsgNKZMn",TRUE,0,17454,4,5,2020-08-06
2020-08-06 04:39:41,"The Yates hearing on Capitol Hill was another disaster for the police-state Democrats. It reinforced two critical things about them:
1) They worship abuses of power and political spying &amp; have no intentions of giving either up
2) They genuinely despise this country &amp; our rules.",TRUE,0,14448,4,5,2020-08-06
2020-08-06 04:38:49,"Yates clearly going for an insanity defense https://t.co/1XgBlWZAfn",TRUE,0,9154,4,5,2020-08-06
2020-08-06 04:35:48,"How has President Trump not gone completely off the rails &amp; ballistic by now? Everyone in Washington is against the man. Every waking hour he is taking flak &amp; enemy fire, from all sides. Yet he hangs in there. Maintains composure. Trump must have nerves of steel. How's he do it?",TRUE,0,19481,4,5,2020-08-06
2020-08-06 04:30:29,"BREAKING: Sally Yates testified Comey went ""rogue"" regarding his persecution of Flynn",TRUE,0,13261,4,5,2020-08-06
2020-08-06 04:25:00,"Two wonderful people! https://t.co/Fo2CLjc9YZ",FALSE,112069,23025,4,5,2020-08-06
2020-08-06 04:21:18,"If Democrats will not make a deal, President @realDonaldTrump will pursue executive action in order to extend economic relief for the American people. https://t.co/K8qhdvelzb",TRUE,0,12910,4,5,2020-08-06
2020-08-06 04:19:44,"It's clear that @JoeBiden's Democrat Party is the Party of shuttered churches and broken communities. 

@realDonaldTrump will ALWAYS defend the FREE EXERCISE of faith.

If casinos are allowed to open at 50% capacity, churches can too.

RT if you agree!!!

https://t.co/P1tuVyzSyA",TRUE,0,16424,4,5,2020-08-06
2020-08-06 04:19:29,"Where four previous Presidents made promises to the American people about our most cherished ally, it was President @realDonaldTrump who kept his promise when he moved the American Embassy to Jerusalem! #PromisesMadePromisesKept https://t.co/t713nXueio",TRUE,0,8613,4,5,2020-08-06
2020-08-06 04:06:36,"Sally Yates is either lying or grossly incompetent. It is not possible she could have known so little about Dirty Cop James Comey (and others) from her high position in the Department of “Justice”. The political Crime of the Century, and she had no idea what they were doing?",FALSE,109204,29214,4,5,2020-08-06
2020-08-06 03:51:13,"A very big CONGRATULATIONS to the great @seanhannity on having the Number One Book on the Planet, “Live Free Or Die”. The book is fantastic, and so true. Keep Sean Number One!",FALSE,98280,19677,3,5,2020-08-06
2020-08-06 00:18:55,"“Cities across the Nation that are run by Democrats are in shambles.” Matt Walsh  @TuckerCarlson",FALSE,136655,30715,0,5,2020-08-06
2020-08-05 22:51:51,".@BillHagertyTN, an outstanding man and one of the best Ambassadors ever (Japan), is running an excellent campaign for the Senate. He loves Tennessee and loves our Country. We need him badly in Washington. He has my Complete and Total Endorsement!
https://t.co/VGeHlzYfwy",TRUE,0,13662,22,4,2020-08-05
2020-08-05 22:49:22,"Congressman Scott DesJarlais (@tndesjarlais) has been a tremendous advocate for Tennessee! One of my earliest supporters, he fights for our Military, Vets, Law Enforcement and the Second Amendment! Scott has my Complete and Total Endorsement! #TN04 https://t.co/ffydSSVnGL",FALSE,35448,9730,22,4,2020-08-05
2020-08-05 21:47:52,"LIVE: President @realDonaldTrump holds a news conference https://t.co/OESn53MyzQ",TRUE,0,7405,21,4,2020-08-05
2020-08-05 21:03:32,"DRAIN THE SWAMP! https://t.co/68M4sN7LLD",FALSE,289826,120094,21,4,2020-08-05
2020-08-05 18:10:59,"BIG NEWS! The Political Crime of the Century is unfolding. ObamaBiden illegally spied on the Trump Campaign, both before and after the election. Treason! https://t.co/6XF1pIWMNO",FALSE,104932,39067,18,4,2020-08-05
2020-08-05 18:09:59,"Every time you see a negative Big Pharma commercial against me remember, it means your drug prices are coming way down!",FALSE,187472,41384,18,4,2020-08-05
2020-08-05 17:20:55,"https://t.co/wxCTuk4GdP",FALSE,40870,10973,17,4,2020-08-05
2020-08-05 17:20:29,"https://t.co/tdqKej2tJ2",FALSE,34869,9797,17,4,2020-08-05
2020-08-05 17:20:01,"https://t.co/NX5zpbib3E",FALSE,30018,8554,17,4,2020-08-05
2020-08-05 14:15:54,"Sally Yates has zero credibility. She was a part of the greatest political crime of the Century, and ObamaBiden knew EVERYTHING! Sally Yates leaked the General Flynn conversation? Ask her under oath. Republicans should start playing the Democrats game!",FALSE,117978,34778,14,4,2020-08-05
2020-08-05 14:05:50,".@CNN has no sources on the Task Force. Their “sources” are made up, pure fiction! Jim Acosta is a Fake reporter!",FALSE,135395,32363,14,4,2020-08-05
2020-08-05 11:08:39,"Nevada has ZERO infrastructure for Mail-In Voting. It will be a corrupt disaster if not ended by the Courts. It will take months, or years, to figure out. Florida has built a great infrastructure, over years, with two great Republican Governors. Florida, send in your Ballots!",FALSE,83352,21338,11,4,2020-08-05
2020-08-05 10:43:40,"I will be interviewed on @foxandfriends at 7:30 A.M. Enjoy!",TRUE,0,11248,10,4,2020-08-05
2020-08-05 10:35:09,"https://t.co/JDS4zUXXJG",TRUE,0,59637,10,4,2020-08-05
2020-08-05 10:30:52,"MAKE AMERICA GREAT AGAIN!",FALSE,426881,63231,10,4,2020-08-05
2020-08-05 10:28:56,"Starship takes flight https://t.co/IWvwcA05hl",TRUE,0,49598,10,4,2020-08-05
2020-08-05 10:27:44,"I will be interviewed on @foxandfriends at 7:30 A.M. Enjoy!",FALSE,74585,11248,10,4,2020-08-05
2020-08-05 10:23:54,"NASA was Closed &amp; Dead until I got it going again. Now it is the most vibrant place of its kind on the Planet...And we have Space Force to go along with it. We have accomplished more than any Administration in first 3 1/2 years. Sorry, but it all doesn’t happen with Sleepy Joe! https://t.co/PRebGIEJaq",FALSE,59657,14599,10,4,2020-08-05
2020-08-05 10:17:02,"“We are going to go to the moon, we are going to have a base on the moon, we are going to send people to mars and make life multi-planetary. This day heralds a new age of space exploration” — @elonmusk https://t.co/rdTj0td18V",TRUE,0,28351,10,4,2020-08-05
2020-08-05 10:14:17,"For those that thought I wasn’t into the Environment, this is the biggest bill ever passed, by far. I wonder if this will silence the Fake News? Probably not! https://t.co/hJnesKXTcL",FALSE,76892,19899,10,4,2020-08-05
2020-08-05 10:09:00,"A great race run by Roger against a very tough and smart opponent. Roger loves Kansas and will represent it incredibly well. He has my Complete and Total Endorsement. Will be a Big Win on November 3rd. This is not the opponent the Democrats wanted! https://t.co/eSG6utLq5H",FALSE,36164,9094,10,4,2020-08-05
2020-08-05 09:57:17,"There is TREMENDOUS Lawlessness in America’s Liberal Cities. Would be so easy to stop but they have a clouded vision of what should be done. They are indoctrinated with a philosophy which will never work, a philosophy which would destroy America. Portland would be the norm!",FALSE,106282,27765,9,4,2020-08-05
2020-08-04 23:38:31,"https://t.co/JDS4zUXXJG",FALSE,260172,59637,23,3,2020-08-04
2020-08-04 23:01:14,"Great meeting today with the CoronaVirus Task Force in the Oval Office. Stay informed at: https://t.co/p9j7kZsD7b. https://t.co/nnnUHCzOLV",FALSE,57702,12488,23,3,2020-08-04
2020-08-04 23:00:44,"Record Setting Enthusiasm: President @realDonaldTrump says he thinks he has more support than ever. #AmericaFirst #MAGA #Dobbs https://t.co/QloGttHXGy",TRUE,0,9090,23,3,2020-08-04
2020-08-04 23:00:40,"Reopening Our Schools: @realDonaldTrump says schools will begin to open rapidly and safely despite some Dem leaders trying to keep them closed. #AmericaFirst #MAGA #Dobbs https://t.co/jIsScbPSoC",TRUE,0,7205,23,3,2020-08-04
2020-08-04 23:00:38,"Reopening America: President @realDonaldTrump says ‘we’re not shutting down’ our country and economy again. #MAGA #AmericaFirst #Dobbs https://t.co/ZQrGGYnHlT",TRUE,0,7603,23,3,2020-08-04
2020-08-04 23:00:15,"We have far and away the most robust testing capacity in the world. https://t.co/bSJMkhD3uH",TRUE,0,5717,23,3,2020-08-04
2020-08-04 22:48:35,"""As we shelter those at high risk, we are also pouring every resource at our disposal into the development of therapies and vaccines.

Two vaccines candidates are currently in the final stage of clinical trials,"" with several more entering Phase 3 in the coming weeks. https://t.co/cgdfuqVvtR",TRUE,0,5414,22,3,2020-08-04
2020-08-04 22:46:07,"""Thanks to our major advances in treatment, we've seen vast improvements in recovery rates across all age groups . . .

The best path forward is an aggressive strategy focused on protecting Americans at highest risk."" https://t.co/zQDvULilwp",TRUE,0,5626,22,3,2020-08-04
